vocabulary_id,concept_id,lang_code,word,article,gender,pronunciation,part_of_speech,concept_type,domain,sub_domain,micro_category,definition,frequency,image_id,example_sentence,example_sentence_pronunciation
9038,75,pl,wychodzić,,,,verb,action,Universal Verbs,Movement,Exit actions,opuścić lub pojawić się z wewnątrz,Very high,Img_75,On wychodzi z domu.,
9039,75,pt-BR,sair,,,,verb,action,Universal Verbs,Movement,Exit actions,deixar ou aparecer de dentro,Very high,Img_75,Ele sai da casa.,
9040,75,pt-PT,sair,,,,verb,action,Universal Verbs,Movement,Exit actions,deixar ou aparecer de dentro,Very high,Img_75,Ele sai de casa.,
9041,75,pa,ਬਾਹਰ ਆਉਣਾ,,,bāhara āuṇā,phrasal verb,action,Universal Verbs,Movement,Exit actions,ਛੱਡਣਾ ਜਾਂ ਅੰਦਰੋਂ ਦਿਖਾਈ ਦੇਣਾ,Very high,Img_75,ਉਹ ਘਰੋਂ ਬਾਹਰ ਆਉਂਦਾ ਹੈ।,uha gharōṃ bāhara āundā hai.
9042,75,qu,lloqsimuy,,,,verb,action,Universal Verbs,Movement,Exit actions,ukumanta lloqsiymuy,Very high,Img_75,Payqa wasimanta lloqsimun.,
9043,75,ro,a ieși,,,,verb,action,Universal Verbs,Movement,Exit actions,a părăsi sau a apărea din interior,Very high,Img_75,El iese din casă.,
9044,75,ru,выходить,,,vykhodit',verb,action,Universal Verbs,Movement,Exit actions,покидать или появляться изнутри,Very high,Img_75,Он выходит из дома.,On vykhodit iz doma.
9045,75,skr,ٻاہر آوݨ,,,bāhar āvaṇ,phrasal verb,action,Universal Verbs,Movement,Exit actions,اندروں نکل تے ٻاہرلے پاسے آوݨ،,Very high,Img_75,او گھروں ٻاہر آندے۔,ō gharōñ bāhar āndai.
9046,75,sr,изаћи,,,izaći,verb,action,Universal Verbs,Movement,Exit actions,напустити или се појавити изнутра,Very high,Img_75,Он излази из куће.,On izlazi iz kuće.
9047,75,st,tswa,,,,verb,action,Universal Verbs,Movement,Exit actions,ho tsamaya kapa ho hlaha ho tswa kahare,Very high,Img_75,O tswa ka tlung.,
9048,75,sn,kubuda,,,,verb,action,Universal Verbs,Movement,Exit actions,kubuda kana kuoneka uchibva mukati,Very high,Img_75,Anobuda mumba.,
9049,75,sd,ٻاهر اچڻ,,,bāhari acaṇu,phrasal verb,action,Universal Verbs,Movement,Exit actions,اندران ڇڏڻ يا ظاهر ٿيڻ,Very high,Img_75,هو گهر کان ٻاهر اچي ٿو.,hū gharu khān bāhari acī thō.
9050,75,si,එළියට එනවා,,,eliyaṭa enavā,phrasal verb,action,Universal Verbs,Movement,Exit actions,පිටවීම හෝ ඇතුළත සිට පෙනී සිටීම,Very high,Img_75,ඔහු ගෙදරින් එළියට එනවා.,ohu gedarin eliyaṭa enavā.
9051,75,sk,vyjsť,,,,verb,action,Universal Verbs,Movement,Exit actions,opustiť alebo objaviť sa zvnútra,Very high,Img_75,On vychádza z domu.,
9052,75,sl,priti ven,,,,phrasal verb,action,Universal Verbs,Movement,Exit actions,oditi ali se pojaviti od znotraj,Very high,Img_75,On pride iz hiše.,
9053,75,so,soo bixid,,,,verb,action,Universal Verbs,Movement,Exit actions,in laga tago ama laga soo muuqdo gudaha,Very high,Img_75,Wuxuu ka soo baxaa guriga.,
9054,75,es-MX,salir,,,,verb,action,Universal Verbs,Movement,Exit actions,dejar o aparecer desde adentro,Very high,Img_75,Él sale de la casa.,
9055,75,es-ES,salir,,,,verb,action,Universal Verbs,Movement,Exit actions,dejar o aparecer desde adentro,Very high,Img_75,Él sale de la casa.,
9056,75,su,kaluar,,,,verb,action,Universal Verbs,Movement,Exit actions,ninggalkeun atawa mucunghul ti jero,Very high,Img_75,Manéhna kaluar ti imah.,
9057,75,sw,kutoka,,,,verb,action,Universal Verbs,Movement,Exit actions,kuacha au kutokea kutoka ndani,Very high,Img_75,Yeye hutoka nyumbani.,
9058,75,sv,komma ut,,,,phrasal verb,action,Universal Verbs,Movement,Exit actions,lämna eller dyka upp inifrån,Very high,Img_75,Han kommer ut från huset.,
9059,75,tg,берун омадан,,,berun omadan,phrasal verb,action,Universal Verbs,Movement,Exit actions,тарк кардан ё пайдо шудан аз дарун,Very high,Img_75,Вай аз хона берун меояд.,Vay az khona berun meoyad.
9060,75,ta,வெளியே வா,,,veḷiyē vā,phrasal verb,action,Universal Verbs,Movement,Exit actions,உள்ளிருந்து வெளியேறுதல் அல்லது தோன்றுதல்,Very high,Img_75,அவன் வீட்டிலிருந்து வெளியே வருகிறான்.,avaṉ vīṭṭiliruntu veḷiyē varukiṟāṉ.
9061,75,tt,чыгу,,,çığu,verb,action,Universal Verbs,Movement,Exit actions,эчтән китү яки күренү,Very high,Img_75,Ул өйдән чыга.,Ul öydän çığa.
9062,75,te,బయటకు రావడం,,,bayaṭaku rāvaḍaṃ,phrasal verb,action,Universal Verbs,Movement,Exit actions,లోపలి నుండి బయటకు వెళ్లడం లేదా కనిపించడం,Very high,Img_75,అతను ఇంటి నుండి బయటకు వస్తాడు.,atanu iṇṭi nuṇḍi bayaṭaku vastāḍu.
9063,75,th,ออกมา,,,ok ma,phrasal verb,action,Universal Verbs,Movement,Exit actions,จากไปหรือปรากฏตัวจากข้างใน,Very high,Img_75,เขาออกมาจากบ้าน,khao ok ma chak ban.
9064,75,ti,ምውጻእ,,,miwits'a'i,verb,action,Universal Verbs,Movement,Exit actions,ምሕዳግ ወይ ካብ ውሽጢ ምውጻእ,Very high,Img_75,ንሱ ካብ ገዛ ይወጽእ።,nisū kabi geza yiwets'i'i.
9065,75,tr,dışarı çıkmak,,,,phrasal verb,action,Universal Verbs,Movement,Exit actions,içeriden ayrılmak veya görünmek,Very high,Img_75,O evden dışarı çıkar.,
9066,75,tk,daşary çykmak,,,,phrasal verb,action,Universal Verbs,Movement,Exit actions,içinden gitmek ýa-da görünmek,Very high,Img_75,Ol öýden daşary çykýar.,
9067,75,uk,виходити,,,vykhodyty,verb,action,Universal Verbs,Movement,Exit actions,покидати або з'являтися зсередини,Very high,Img_75,Він виходить з дому.,Vin vykhodyt' z domu.
9068,75,ur,باہر آنا,,,bāhar ānā,phrasal verb,action,Universal Verbs,Movement,Exit actions,اندر سے نکلنا یا ظاہر ہونا،,Very high,Img_75,وہ گھر سے باہر آتا ہے۔,voh ghar sē bāhar ātā hai.
9069,75,ug,سىرتقا چىقماق,,,sirtqa chiqmaq,phrasal verb,action,Universal Verbs,Movement,Exit actions,ئىچىدىن ئايرىلىش ياكى پەيدا بولۇش,Very high,Img_75,ئۇ ئۆيدىن سىرتقا چىقىدۇ.,u öydin sirtqa chiqidu.
9070,75,uz,tashqariga chiqmoq,,,,phrasal verb,action,Universal Verbs,Movement,Exit actions,ichkaridan ketish yoki paydo bo'lish,Very high,Img_75,U uydan tashqariga chiqadi.,
9071,75,vi,đi ra,,,,phrasal verb,action,Universal Verbs,Movement,Exit actions,rời khỏi hoặc xuất hiện từ bên trong,Very high,Img_75,Anh ấy đi ra khỏi nhà.,
9072,75,cy,dod allan,,,,phrasal verb,action,Universal Verbs,Movement,Exit actions,gadael neu ymddangos o'r tu mewn,Very high,Img_75,Mae o'n dod allan o'r tŷ.,
9073,75,wo,génn,,,,verb,action,Universal Verbs,Movement,Exit actions,jële sa bopp ci biir jëme biti,Very high,Img_75,Dafay génn ci kër gi.,
9074,75,yo,jáde wá,,,,phrasal verb,action,Universal Verbs,Movement,Exit actions,láti fi ibìkan sílẹ̀ tàbí yọ jáde láti inú,Very high,Img_75,Ó jáde wá láti inú ilé.,
9075,75,zu,ukuphuma,,,,verb,action,Universal Verbs,Movement,Exit actions,ukushiya noma ukuvela ngaphakathi,Very high,Img_75,Uphuma endlwini.,
9076,76,om,amma,,,,adverb,abstract,Time & Space,Time,Present time indicators,yeroo ammaa kana,Very high,Img_76,Ani amma hojiin qabameera.,
9077,76,af,nou,,,,adverb,abstract,Time & Space,Time,Present time indicators,op die huidige oomblik,Very high,Img_76,Ek is nou besig.,
9078,76,ak,seesei,,,,adverb,abstract,Time & Space,Time,Present time indicators,seesei ara,Very high,Img_76,Meyɛ adwuma seesei.,
9079,76,sq,tani,,,,adverb,abstract,Time & Space,Time,Present time indicators,në kohën e tanishme,Very high,Img_76,Unë jam i zënë tani.,
9080,76,am,አሁን,,,ahuni,adverb,abstract,Time & Space,Time,Present time indicators,በአሁኑ ጊዜ,Very high,Img_76,አሁን ስራ በዝቶብኛል።,ahuni sira bezitobiñali
9081,76,ar,الآن,,,al-'ān,adverb,abstract,Time & Space,Time,Present time indicators,في الوقت الحاضر,Very high,Img_76,أنا مشغول الآن.,'anā mashghūlun al-'ān.
9082,76,hy,հիմա,,,hima,adverb,abstract,Time & Space,Time,Present time indicators,ներկա պահին,Very high,Img_76,Ես հիմա զբաղված եմ:,Yes hima zbaghvats em.
9083,76,as,এতিয়া,,,etiya,adverb,abstract,Time & Space,Time,Present time indicators,বৰ্তমান সময়ত,Very high,Img_76,মই এতিয়া ব্যস্ত।,môi etiya byastô
9084,76,az,indi,,,,adverb,abstract,Time & Space,Time,Present time indicators,hazırki vaxtda,Very high,Img_76,Mən indi məşğulam.,
9085,76,eu,orain,,,,adverb,abstract,Time & Space,Time,Present time indicators,oraingo denboran,Very high,Img_76,Orain lanpetuta nago.,
9086,76,be,зараз,,,zaraz,adverb,abstract,Time & Space,Time,Present time indicators,у цяперашні час,Very high,Img_76,Я зараз заняты.,Ya zaraz zanyaty.
9087,76,bn,এখন,,,ekhon,adverb,abstract,Time & Space,Time,Present time indicators,বর্তমান সময়ে,Very high,Img_76,আমি এখন ব্যস্ত।,ami ekhon bæsto
9088,76,bho,अबही,,,abahī,adverb,abstract,Time & Space,Time,Present time indicators,वर्तमान समय में,Very high,Img_76,हम अबही व्यस्त बानी।,hama abahī vyasta bānī.
9089,76,bs,sada,,,,adverb,abstract,Time & Space,Time,Present time indicators,u sadašnje vrijeme,Very high,Img_76,Ja sam sada zauzet.,
9090,76,bg,сега,,,sega,adverb,abstract,Time & Space,Time,Present time indicators,в настоящия момент,Very high,Img_76,Аз съм зает сега.,Az sam zaet sega.
9091,76,my,ယခု,,,ya. hku.,adverb,abstract,Time & Space,Time,Present time indicators,လက်ရှိအချိန်တွင်,Very high,Img_76,ကျွန်တော် ယခု အလုပ်များနေတယ်။,kyun taw ya. hku. a lote myar: nay tal
9092,76,yue,依家,,,ji1 gaa1,adverb,abstract,Time & Space,Time,Present time indicators,喺目前嘅時間,Very high,Img_76,我依家好忙。,ngo5 ji1 gaa1 hou2 mong4.
9093,76,ca,ara,,,,adverb,abstract,Time & Space,Time,Present time indicators,en el temps present,Very high,Img_76,Estic ocupat ara.,
9094,76,ceb,karon,,,,adverb,abstract,Time & Space,Time,Present time indicators,sa kasamtangang panahon,Very high,Img_76,Puno ko sa buhat karon.,
9095,76,ny,tsopano,,,,adverb,abstract,Time & Space,Time,Present time indicators,pa nthawi yamakono,Very high,Img_76,Ndine wotanganidwa tsopano.,
9096,76,zh-CN,现在,,,xiànzài,adverb,abstract,Time & Space,Time,Present time indicators,在目前的时间,Very high,Img_76,我现在很忙。,wǒ xiànzài hěn máng.
9097,76,zh-TW,現在,,,xiànzài,adverb,abstract,Time & Space,Time,Present time indicators,在目前的時間,Very high,Img_76,我現在很忙。,wǒ xiànzài hěn máng.
9098,76,hr,sada,,,,adverb,abstract,Time & Space,Time,Present time indicators,u sadašnje vrijeme,Very high,Img_76,Ja sam sada zauzet.,
9099,76,cs,nyní,,,,adverb,abstract,Time & Space,Time,Present time indicators,v současné době,Very high,Img_76,Jsem nyní zaneprázdněn.,
9100,76,da,nu,,,,adverb,abstract,Time & Space,Time,Present time indicators,på nuværende tidspunkt,Very high,Img_76,Jeg har travlt nu.,
9101,76,nl,nu,,,,adverb,abstract,Time & Space,Time,Present time indicators,op de tegenwoordige tijd,Very high,Img_76,Ik heb het nu druk.,
9102,76,en-GB,now,,,,adverb,abstract,Time & Space,Time,Present time indicators,at the present time,Very high,Img_76,I am busy now.,
9103,76,en-US,now,,,,adverb,abstract,Time & Space,Time,Present time indicators,at the present time,Very high,Img_76,I am busy now.,
9104,76,et,nüüd,,,,adverb,abstract,Time & Space,Time,Present time indicators,praegusel ajal,Very high,Img_76,Ma olen nüüd hõivatud.,
9105,76,fil,ngayon,,,,adverb,abstract,Time & Space,Time,Present time indicators,sa kasalukuyang panahon,Very high,Img_76,Ako ay abala ngayon.,
9106,76,fi,nyt,,,,adverb,abstract,Time & Space,Time,Present time indicators,nykyhetkellä,Very high,Img_76,Olen kiireinen nyt.,
9107,76,fr,maintenant,,,,adverb,abstract,Time & Space,Time,Present time indicators,au temps présent,Very high,Img_76,Je suis occupé maintenant.,
9108,76,fr-CA,maintenant,,,,adverb,abstract,Time & Space,Time,Present time indicators,au temps présent,Very high,Img_76,Je suis occupé maintenant.,
9109,76,ff,jooni,,,,adverb,abstract,Time & Space,Time,Present time indicators,e ngal saha,Very high,Img_76,Miɗo jogii golle jooni.,
9110,76,gl,agora,,,,adverb,abstract,Time & Space,Time,Present time indicators,no tempo presente,Very high,Img_76,Eu estou ocupado agora.,
9111,76,ka,ახლა,,,akhla,adverb,abstract,Time & Space,Time,Present time indicators,აწმყო დროში,Very high,Img_76,მე ახლა დაკავებული ვარ.,me akhla dak'avebuli var.
9112,76,de,jetzt,,,,adverb,abstract,Time & Space,Time,Present time indicators,in der gegenwärtigen Zeit,Very high,Img_76,Ich bin jetzt beschäftigt.,
9113,76,el,τώρα,,,tóra,adverb,abstract,Time & Space,Time,Present time indicators,στον παρόντα χρόνο,Very high,Img_76,Είμαι απασχολημένος τώρα.,Eímai apascholiménos tóra.
9114,76,gn,ko'ág̃a,,,,adverb,abstract,Time & Space,Time,Present time indicators,ko árape,Very high,Img_76,Che rembiapo heta ko'ág̃a.,
9115,76,gu,હવે,,,havē,adverb,abstract,Time & Space,Time,Present time indicators,વર્તમાન સમયમાં,Very high,Img_76,હું હવે વ્યસ્ત છું.,huṃ havē vyasta chuṃ.
9116,76,ht,kounye a,,,,adverb,abstract,Time & Space,Time,Present time indicators,nan moman prezan an,Very high,Img_76,Mwen okipe kounye a.,
9117,76,ha,yanzu,,,,adverb,abstract,Time & Space,Time,Present time indicators,a halin yanzu,Very high,Img_76,Ina da aiki yanzu.,
9118,76,he,עכשיו,,,akhshav,adverb,abstract,Time & Space,Time,Present time indicators,בזמן הנוכחי,Very high,Img_76,אני עסוק עכשיו.,ani asuk akhshav.
9119,76,hi,अब,,,ab,adverb,abstract,Time & Space,Time,Present time indicators,वर्तमान समय में,Very high,Img_76,मैं अब व्यस्त हूँ।,maiṃ ab vyast hūṃ.
9120,76,hmn,tam sim no,,,,adverb,abstract,Time & Space,Time,Present time indicators,nyob rau lub sij hawm tam sim no,Very high,Img_76,Kuv tsis khoom tam sim no.,
9121,76,hu,most,,,,adverb,abstract,Time & Space,Time,Present time indicators,a jelenlegi időben,Very high,Img_76,Most elfoglalt vagyok.,
9122,76,is,núna,,,,adverb,abstract,Time & Space,Time,Present time indicators,á yfirstandandi tíma,Very high,Img_76,Ég er upptekinn núna.,
9123,76,ig,ugbu a,,,,adverb,abstract,Time & Space,Time,Present time indicators,n'oge ugbu a,Very high,Img_76,A na m arụ ọrụ ugbu a.,
9124,76,id,sekarang,,,,adverb,abstract,Time & Space,Time,Present time indicators,pada waktu sekarang,Very high,Img_76,Saya sibuk sekarang.,
9125,76,ga,anois,,,,adverb,abstract,Time & Space,Time,Present time indicators,ag an am i láthair,Very high,Img_76,Táim gnóthach anois.,
9126,76,xh,ngoku,,,,adverb,abstract,Time & Space,Time,Present time indicators,ngeli xesha langoku,Very high,Img_76,Ndixakekile ngoku.,
9127,76,it,ora,,,,adverb,abstract,Time & Space,Time,Present time indicators,nel tempo presente,Very high,Img_76,Io sono occupato ora.,
9128,76,ja,今,,,ima,adverb,abstract,Time & Space,Time,Present time indicators,現在の時間に,Very high,Img_76,私は今忙しいです。,watashi wa ima isogashii desu.
9129,76,jv,saiki,,,,adverb,abstract,Time & Space,Time,Present time indicators,ing wektu saiki,Very high,Img_76,Aku sibuk saiki.,
9130,76,kn,ಈಗ,,,īga,adverb,abstract,Time & Space,Time,Present time indicators,ಪ್ರಸ್ತುತ ಸಮಯದಲ್ಲಿ,Very high,Img_76,ನಾನು ಈಗ ಕಾರ್ಯನಿರತನಾಗಿದ್ದೇನೆ.,nānu īga kāryaniratanāgiddēne.
9131,76,ks,وۄنؠ,,,wony,adverb,abstract,Time & Space,Time,Present time indicators,وُنکِس وَقتَس مَنٛز,Very high,Img_76,بٕہ چُھس وۄنؠ مَصروٗف۔,bɨ chus wony masrūf.
9132,76,kk,қазір,,,qazīr,adverb,abstract,Time & Space,Time,Present time indicators,қазіргі уақытта,Very high,Img_76,Мен қазір бос емеспін.,Men qazīr bos emespīn.
9133,76,km,ឥឡូវនេះ,,,ey-lov nis,adverb,abstract,Time & Space,Time,Present time indicators,នៅពេលបច្ចុប្បន្ន,Very high,Img_76,ខ្ញុំរវល់ឥឡូវនេះ។,khnhom ro-vol ey-lov nis.
9134,76,rw,ubu,,,,adverb,abstract,Time & Space,Time,Present time indicators,mu gihe cya none,Very high,Img_76,Ndahuze ubu.,
9135,76,ko,지금,,,jigeum,adverb,abstract,Time & Space,Time,Present time indicators,현재 시간에,Very high,Img_76,나는 지금 바쁩니다.,naneun jigeum bappeumnida.
9136,76,ku,niha,,,,adverb,abstract,Time & Space,Time,Present time indicators,di dema niha de,Very high,Img_76,Ez niha mijûl im.,
9137,76,ky,азыр,,,azyr,adverb,abstract,Time & Space,Time,Present time indicators,азыркы учурда,Very high,Img_76,Мен азыр бошобойм.,Men azyr boshoboym.
9138,76,lo,ດຽວນີ້,,,diao ni,adverb,abstract,Time & Space,Time,Present time indicators,ໃນເວລາປັດຈຸບັນ,Very high,Img_76,ຂ້ອຍຫຍຸ້ງດຽວນີ້.,khoy nyung diao ni.
9139,76,lv,tagad,,,,adverb,abstract,Time & Space,Time,Present time indicators,pašreizējā laikā,Very high,Img_76,Es tagad esmu aizņemts.,
9140,76,ln,sikoyo,,,,adverb,abstract,Time & Space,Time,Present time indicators,na ntango ya lelo,Very high,Img_76,Nazali na misala sikoyo.,
9141,76,lt,dabar,,,,adverb,abstract,Time & Space,Time,Present time indicators,esamu laiku,Very high,Img_76,Aš dabar užsiėmęs.,
9142,76,lg,kati,,,,adverb,abstract,Time & Space,Time,Present time indicators,mu kiseera kino,Very high,Img_76,Nnina ebyokukola bingi kati.,
9143,76,lb,elo,,,,adverb,abstract,Time & Space,Time,Present time indicators,an der aktueller Zäit,Very high,Img_76,Ech sinn elo beschäftegt.,
9144,76,mk,сега,,,sega,adverb,abstract,Time & Space,Time,Present time indicators,во сегашно време,Very high,Img_76,Јас сум зафатен сега.,Jas sum zafaten sega.
9145,76,mad,sateya,,,,adverb,abstract,Time & Space,Time,Present time indicators,e bakto sateya,Very high,Img_76,Sengko' repot sateya.,
9146,76,mg,izao,,,,adverb,abstract,Time & Space,Time,Present time indicators,amin'izao fotoana izao,Very high,Img_76,Sahirana aho izao.,
9147,76,ms,sekarang,,,,adverb,abstract,Time & Space,Time,Present time indicators,pada masa sekarang,Very high,Img_76,Saya sibuk sekarang.,
9148,76,ml,ഇപ്പോൾ,,,ippōḷ,adverb,abstract,Time & Space,Time,Present time indicators,നിലവിലെ സമയത്ത്,Very high,Img_76,ഞാൻ ഇപ്പോൾ തിരക്കിലാണ്.,ñān ippōḷ tirakkilāṇǔ.
9149,76,mt,issa,,,,adverb,abstract,Time & Space,Time,Present time indicators,fiż-żmien preżenti,Very high,Img_76,Jien okkupat issa.,
9150,76,mr,आता,,,ātā,adverb,abstract,Time & Space,Time,Present time indicators,सध्याच्या वेळी,Very high,Img_76,मी आता व्यस्त आहे.,mī ātā vyasta āhē.
9151,76,mi,ināianei,,,,adverb,abstract,Time & Space,Time,Present time indicators,i te wā o nāianei,Very high,Img_76,Kei te pukumahi ahau ināianei.,
9152,76,mn,одоо,,,odoo,adverb,abstract,Time & Space,Time,Present time indicators,одоогийн байдлаар,Very high,Img_76,Би одоо завгүй байна.,Bi odoo zavgüi baina.
9153,76,ne,अब,,,aba,adverb,abstract,Time & Space,Time,Present time indicators,वर्तमान समयमा,Very high,Img_76,म अब व्यस्त छु।,ma aba vyasta chu.
9154,76,pcm,now,,,,adverb,abstract,Time & Space,Time,Present time indicators,for dis time wey we dey,Very high,Img_76,I dey busy now.,
9155,76,nb-NO,nå,,,,adverb,abstract,Time & Space,Time,Present time indicators,på nåværende tidspunkt,Very high,Img_76,Jeg er opptatt nå.,
9156,76,or,ବର୍ତ୍ତମାନ,,,bôrttômān,adverb,abstract,Time & Space,Time,Present time indicators,ବର୍ତ୍ତମାନ ସମୟରେ,Very high,Img_76,ମୁଁ ବର୍ତ୍ତମାନ ବ୍ୟସ୍ତ ଅଛି |,muñ bôrttômān byastô ôchi.
9157,76,ps,اوس,,,ōs,adverb,abstract,Time & Space,Time,Present time indicators,په اوسني وخت کې,Very high,Img_76,زه اوس بوخت یم.,zə ōs bōxt yəm.
9158,76,fa,اکنون,,,aknūn,adverb,abstract,Time & Space,Time,Present time indicators,در زمان حال,Very high,Img_76,من اکنون سرم شلوغ است.,man aknūn saram sholūgh ast.
9159,76,pl,teraz,,,,adverb,abstract,Time & Space,Time,Present time indicators,w obecnym czasie,Very high,Img_76,Ja jestem teraz zajęty.,
9160,76,pt-BR,agora,,,,adverb,abstract,Time & Space,Time,Present time indicators,no tempo presente,Very high,Img_76,Eu estou ocupado agora.,
9161,76,pt-PT,agora,,,,adverb,abstract,Time & Space,Time,Present time indicators,no tempo presente,Very high,Img_76,Eu estou ocupado agora.,
9162,76,pa,ਹੁਣ,,,huṇa,adverb,abstract,Time & Space,Time,Present time indicators,ਮੌਜੂਦਾ ਸਮੇਂ ਵਿੱਚ,Very high,Img_76,ਮੈਂ ਹੁਣ ਰੁੱਝਿਆ ਹੋਇਆ ਹਾਂ।,maiṃ huṇa rujjhiā hōiā hāṃ.
9163,76,qu,kunan,,,,adverb,abstract,Time & Space,Time,Present time indicators,kunan pachapi,Very high,Img_76,Kunanqa ruranayuqmi kani.,
9164,76,ro,acum,,,,adverb,abstract,Time & Space,Time,Present time indicators,în timpul prezent,Very high,Img_76,Eu sunt ocupat acum.,
9165,76,ru,сейчас,,,seychas,adverb,abstract,Time & Space,Time,Present time indicators,в настоящее время,Very high,Img_76,Я сейчас занят.,Ya seychas zanyat.
9166,76,skr,ہݨ,,,huṇ,adverb,abstract,Time & Space,Time,Present time indicators,اڄوکے ویلے وچ,Very high,Img_76,میں ہݨ رُجھا ہویا ہاں۔,maiñ huṇ rujhā hōyā hāñ.
9167,76,sr,сада,,,sada,adverb,abstract,Time & Space,Time,Present time indicators,у садашње време,Very high,Img_76,Ја сам сада заузет.,Ja sam sada zauzet.
9168,76,st,jwale,,,,adverb,abstract,Time & Space,Time,Present time indicators,ka nako ya jwale,Very high,Img_76,Ke maphathaphathe jwale.,
9169,76,sn,iye zvino,,,,adverb,abstract,Time & Space,Time,Present time indicators,panguva ino,Very high,Img_76,Ndakabatikana iye zvino.,
9170,76,sd,هاڻي,,,hāṇī,adverb,abstract,Time & Space,Time,Present time indicators,موجوده وقت ۾,Very high,Img_76,مان هاڻي مصروف آهيان.,mān hāṇī maṣrūfu āhiyān.
9171,76,si,දැන්,,,dæn,adverb,abstract,Time & Space,Time,Present time indicators,වර්තමාන කාලයේ,Very high,Img_76,මම දැන් කාර්යබහුලයි.,mama dæn kāryabahulayi.
9172,76,sk,teraz,,,,adverb,abstract,Time & Space,Time,Present time indicators,v súčasnej dobe,Very high,Img_76,Som teraz zaneprázdnený.,
9173,76,sl,zdaj,,,,adverb,abstract,Time & Space,Time,Present time indicators,v sedanjem času,Very high,Img_76,Zdaj sem zaposlen.,
9174,76,so,hadda,,,,adverb,abstract,Time & Space,Time,Present time indicators,waqtiga hadda la joogo,Very high,Img_76,Waan mashquul ahay hadda.,
9175,76,es-MX,ahora,,,,adverb,abstract,Time & Space,Time,Present time indicators,en el tiempo presente,Very high,Img_76,Yo estoy ocupado ahora.,
9176,76,es-ES,ahora,,,,adverb,abstract,Time & Space,Time,Present time indicators,en el tiempo presente,Very high,Img_76,Yo estoy ocupado ahora.,
9177,76,su,ayeuna,,,,adverb,abstract,Time & Space,Time,Present time indicators,dina waktu ayeuna,Very high,Img_76,Kuring sibuk ayeuna.,
9178,76,sw,sasa,,,,adverb,abstract,Time & Space,Time,Present time indicators,kwa wakati wa sasa,Very high,Img_76,Nina shughuli sasa.,
9179,76,sv,nu,,,,adverb,abstract,Time & Space,Time,Present time indicators,i nuvarande tid,Very high,Img_76,Jag är upptagen nu.,
9180,76,tg,ҳоло,,,holo,adverb,abstract,Time & Space,Time,Present time indicators,дар вақти ҳозира,Very high,Img_76,Ман ҳоло банд ҳастам.,Man holo band hastam.
9181,76,ta,இப்போது,,,ippōtu,adverb,abstract,Time & Space,Time,Present time indicators,தற்போதைய நேரத்தில்,Very high,Img_76,நான் இப்போது வேலையாக இருக்கிறேன்.,nāṉ ippōtu vēlaiyāka irukkiṟēṉ.
9182,76,tt,хәзер,,,xäzer,adverb,abstract,Time & Space,Time,Present time indicators,хәзерге вакытта,Very high,Img_76,Мин хәзер мәшгуль.,Min xäzer mäşgul'.
9183,76,te,ఇప్పుడు,,,ippuḍu,adverb,abstract,Time & Space,Time,Present time indicators,ప్రస్తుత సమయంలో,Very high,Img_76,నేను ఇప్పుడు బిజీగా ఉన్నాను.,nēnu ippuḍu bijīgā unnānu.
9184,76,th,ตอนนี้,,,ton-ni,adverb,abstract,Time & Space,Time,Present time indicators,ในเวลาปัจจุบัน,Very high,Img_76,ฉันยุ่งอยู่ตอนนี้,chan yung yu ton-ni.
9185,76,ti,ሕጂ,,,ḥijī,adverb,abstract,Time & Space,Time,Present time indicators,ኣብዚ ሕጂ እዋን,Very high,Img_76,ኣነ ሕጂ ስራሕ በዚሑኒ ኣሎ።,ane ḥijī siraḥi beziḥūnī alo.
9186,76,tr,şimdi,,,,adverb,abstract,Time & Space,Time,Present time indicators,şimdiki zamanda,Very high,Img_76,Ben şimdi meşgulüm.,
9187,76,tk,häzir,,,,adverb,abstract,Time & Space,Time,Present time indicators,häzirki wagtda,Very high,Img_76,Men häzir meşgul.,
9188,76,uk,зараз,,,zaraz,adverb,abstract,Time & Space,Time,Present time indicators,в даний час,Very high,Img_76,Я зараз зайнятий.,Ya zaraz zanyatyy.
9189,76,ur,اب,,,ab,adverb,abstract,Time & Space,Time,Present time indicators,موجودہ وقت میں،,Very high,Img_76,میں اب مصروف ہوں۔,maiṃ ab maṣrūf hūṃ.
9190,76,ug,ھازىر,,,hazir,adverb,abstract,Time & Space,Time,Present time indicators,نۆۋەتتىكى ۋاقىتتا,Very high,Img_76,مەن ھازىر ئالدىراش.,men hazir aldirash.
9191,76,uz,hozir,,,,adverb,abstract,Time & Space,Time,Present time indicators,hozirgi vaqtda,Very high,Img_76,Men hozir bandman.,
9192,76,vi,bây giờ,,,,adverb,abstract,Time & Space,Time,Present time indicators,vào thời điểm hiện tại,Very high,Img_76,Tôi đang bận bây giờ.,
9193,76,cy,nawr,,,,adverb,abstract,Time & Space,Time,Present time indicators,ar yr adeg bresennol,Very high,Img_76,Dw i'n brysur nawr.,
9194,76,wo,leegi,,,,adverb,abstract,Time & Space,Time,Present time indicators,ci jamano jii,Very high,Img_76,Dama xat leegi.,
9195,76,yo,nísinsìnyí,,,,adverb,abstract,Time & Space,Time,Present time indicators,ní àkókò yí,Very high,Img_76,Mo lọ́wọ́ pọ̀ nísinsìnyí.,
9196,76,zu,manje,,,,adverb,abstract,Time & Space,Time,Present time indicators,ngesikhathi samanje,Very high,Img_76,Ngimatasa manje.,
